Date,User,Message
2020-09-09 14:29:15,"팬다 Jr.","방장이 설정한 키워드가 아니면 대답할 수 없어요.
 
채팅방에 등록된 질문은 팬다Jr. 프로필의 더보기를 통해 확인할 수 있습니다."
2020-09-09 14:29:26,"프늅","ㅋㅋㅋㅋㅋㅋㅋ"
2020-09-09 14:29:32,"검은곰","자연스러웟다"
2020-09-09 14:29:39,"바보K","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 뭔가 했네여"
2020-09-09 14:29:39,"라떼","ㅋㅋㅋㅋ"
2020-09-09 14:29:40,"바나나","replace(/[^A-Za-z0-9]/ig, ‘’)"
2020-09-09 14:29:49,"앵귤러를 보면 울리는 사이렌","replace(/[^a-z\d\s]/ig, '')"
2020-09-09 14:29:50,"바보K","설명 붙이자면 앵싸님이 쓰신 \s가 공백이여"
2020-09-09 14:29:58,"바보K","숫자는 \d로 하신거고여!"
2020-09-09 14:30:17,"라떼","대문자는욤?"
2020-09-09 14:30:18,"바나나","\s를 붙여도 그냥 스페이스바가 입력이 되더라고요,, 다른애들은 잘 거러지는데"
2020-09-09 14:30:26,"앵귤러를 보면 울리는 사이렌","case insensitive 플래그가 있는데"
2020-09-09 14:30:30,"앵귤러를 보면 울리는 사이렌","대문자를 굳이 수기로 입력해줄 필요가 없어영"
2020-09-09 14:30:31,"문성주","gi"
2020-09-09 14:30:44,"라떼","아 그게 플래그였군여"
2020-09-09 14:31:02,"CreeJee","여러분"
2020-09-09 14:31:11,"CreeJee","혹시 node-sass랑"
2020-09-09 14:31:15,"개소리에반응함","정규식.."
2020-09-09 14:31:17,"CreeJee","ruby-sass랑"
2020-09-09 14:31:17,"바나나","다시 테스트 해보겠습니다 감사합니다"
2020-09-09 14:31:24,"CreeJee","컴파일결과가 다를수 있나요"
2020-09-09 14:31:25,"CreeJee","????"
2020-09-09 14:31:28,"바보K","g는 전역이고 i 가여"
2020-09-09 14:33:14,"바나나","근데 이 앞에 [^]요 ^요것이 []안의 내용의 네거티브 아닌가욤?? \s 붙이면 오히려  \s의 허용이 아닌가싶어서요"
2020-09-09 14:33:30,"앵귤러를 보면 울리는 사이렌","아 그러넹"
2020-09-09 14:33:36,"바나나","제가 이해한것이 혹시 틀렸을까요 ??"
2020-09-09 14:33:44,"앵귤러를 보면 울리는 사이렌","잠시만여 저 화장실와써여"
2020-09-09 14:33:49,"바나나","넵!"
2020-09-09 14:34:39,"문성주","이그노어 대소문자"
2020-09-09 14:34:57,"문성주","아"
2020-09-09 14:35:01,"문성주","집가고싶다"
2020-09-09 14:35:07,"바보K","replace(/[^a-z\d]/gi, '')
앗 그럼 제가 스틸 헤헤"
2020-09-09 14:35:15,"질문있습니다","질문있습니다님이 들어왔습니다."
2020-09-09 14:35:15,"팬다 Jr.","방가워요 공지 확인 부탁드립니다"
2020-09-09 14:35:16,"공지봇_9min","*** 공 지 사 항 ***
 
1. 입장 시 바로 인사/소개 없으면 강퇴입니다.
   ㄴ 사용언어, 서비스, 회사, 직군, 업무, 취준생, 예비 개발자, 학생 등 자신을 나타낼 수 있는 말로 소개해주시면 됩니다.
 
2. 광고/구인구직 모두 운영진과 상의 후 진행 필수, 개인 봇 상의 없이 진행할 경우 강퇴입니다.
 
3. 논쟁거리 또는 불특정 다수를 불편하게 하는 말은 삼가주세요.
 
4. 재입장 시에도 소개 필수입니다.
 
5. 닉네임은 최대한 중복을 피해서 작성 부탁드립니다.
   (. , - 등등 호칭하기 힘든 닉네임은 피해 주세요.)"
2020-09-09 14:35:19,"바보K","스페이스 따로 안넣어도, 이미 저기서 다 거르기 때문에 공백으로 바꿔줘영 기존에 쓰신대로 해도여"
2020-09-09 14:35:33,"질문있습니다","안녕하세요"
2020-09-09 14:35:54,"바나나","앗"
2020-09-09 14:36:09,"질문있습니다","자바스크립트 입문자입니다"
2020-09-09 14:36:16,"바보K","어서오세여!"
2020-09-09 14:36:20,"바나나","엇… 그러네요 이미 걸러지고 있네요 제가 테스트한다고 따로 뺴놓고 replace안하고 true false만 보고있었는데"
2020-09-09 14:36:22,"바나나","이미 걸러지고,,, 있네요"
2020-09-09 14:36:27,"바나나","ㅎㅎㅎ;;;;;;;;;"
2020-09-09 14:36:28,"바보K","이모티콘"
2020-09-09 14:36:33,"리액트가즈아","주어먹기닷"
2020-09-09 14:36:37,"질문있습니다","들어오자마자 질문하면 너무 비매너인가요.."
2020-09-09 14:36:40,"바나나","여러분 모두 감사합니다!!!!! 꾸벅"
2020-09-09 14:37:07,"라떼","이방 어느새 1269명.."
2020-09-09 14:37:58,"질문있습니다","같은 패키지 내에 있는데"
2020-09-09 14:38:02,"Ivan","질문잔에 공지부터 확인해주세요"
2020-09-09 14:38:08,"Ivan","질문전에"
2020-09-09 14:38:31,"질문있습니다","넵"
2020-09-09 14:39:08,"질문있습니다","같은 패키지 내에 있는데
한개의 .java파일만 한글 주석이 깨져요..
물론 workspace나 contextType utf-8로 설정은 되어있습니다.."
2020-09-09 14:39:31,"리액트가즈아","자기소개를 먼저 해주셔야되는데.."
2020-09-09 14:40:25,"질문있습니다","움"
2020-09-09 14:40:46,"질문있습니다","java, script를 사용하는 사회초년생입니다..."
2020-09-09 14:41:17,"vue개발자","사용중인 ide가 이클립스인가요"
2020-09-09 14:41:43,"질문있습니다","네 eclipse Mars버전입니다!"
2020-09-09 14:42:41,"are.dra","Mars… 제가 생각하는 그 버전이 맞을까요…"
2020-09-09 14:42:55,"얌","얌님이 들어왔습니다."
2020-09-09 14:42:55,"팬다 Jr.","방가워요 공지 확인 부탁드립니다"
2020-09-09 14:42:57,"공지봇_9min","*** 공 지 사 항 ***
 
1. 입장 시 바로 인사/소개 없으면 강퇴입니다.
   ㄴ 사용언어, 서비스, 회사, 직군, 업무, 취준생, 예비 개발자, 학생 등 자신을 나타낼 수 있는 말로 소개해주시면 됩니다.
 
2. 광고/구인구직 모두 운영진과 상의 후 진행 필수, 개인 봇 상의 없이 진행할 경우 강퇴입니다.
 
3. 논쟁거리 또는 불특정 다수를 불편하게 하는 말은 삼가주세요.
 
4. 재입장 시에도 소개 필수입니다.
 
5. 닉네임은 최대한 중복을 피해서 작성 부탁드립니다.
   (. , - 등등 호칭하기 힘든 닉네임은 피해 주세요.)"
2020-09-09 14:43:26,"얌","얌님이 나갔습니다."
2020-09-09 14:43:29,"질문있습니다","..제가 그런걸 잘 몰라서.. jdk 기준으로는 1.7입니다"
2020-09-09 14:44:01,"징가룬","지금 코로나때매 웹개발 취업시장 상황 많이 안좋나요?"
2020-09-09 14:44:28,"라떼","it 취업 이직은 큰 변화 없는것 같습니다"
2020-09-09 14:44:33,"라떼","코로나 이전과 비교했을때"
2020-09-09 14:44:53,"질문있습니다","타직군에 비해선 영향이 적은거 같아요"
2020-09-09 14:45:05,"징가룬","신입채용은 적을려나요?"
2020-09-09 14:45:17,"질문있습니다","많더라구요"
2020-09-09 14:45:25,"징가룬","아 오히려 더 많나요?"
2020-09-09 14:45:31,"질문있습니다","아니요 평소와 다르지 않아요"
2020-09-09 14:45:42,"징가룬","아~ 부족 현상인가요?"
2020-09-09 14:46:22,"징가룬","코로나때매 사기업 공공기관이 힘들어서 si는 좀 영향이 있겠죠?"
2020-09-09 14:46:31,"질문있습니다","웹은 막 부족까진 아니고"
2020-09-09 14:46:41,"질문있습니다","많은 수요와 많은 공급 아닌가요"
2020-09-09 14:46:53,"라떼","분야마다 다르겠지만"
2020-09-09 14:47:00,"라떼","제가 일하는쪽은 이전과 다르지 않네요"
2020-09-09 14:47:18,"징가룬","아 감사합니다 ㅎㅎ"
2020-09-09 14:47:24,"디블리셔","si 는 인력딸려서 이력서 직접제출안하고 구직사이트에 등록만해놔도 알아서 연락오는곳이 많은것같던데요 "
2020-09-09 14:47:26,"Moozi","저희는 더뽑는대요"
2020-09-09 14:47:32,"앵귤러를 보면 울리는 사이렌","저희도 뽑고있는데영"
2020-09-09 14:47:38,"라떼","저희도 뽑고는 있어요"
2020-09-09 14:47:48,"Moozi","오히려 코로나 전보다 채용을 많이해야하는상황이"
2020-09-09 14:47:52,"Moozi","물론 코로나때문은 아니지만"
2020-09-09 14:47:53,"문성주","?"
2020-09-09 14:47:55,"문성주","거기근데"
2020-09-09 14:47:58,"문성주","많이뽑는데.."
2020-09-09 14:48:00,"문성주","갈수있는사람이.."
2020-09-09 14:48:06,"Moozi","띄용"
2020-09-09 14:48:08,"문성주","?"
2020-09-09 14:48:09,"라떼","(특) 난 안뽑아줌"
2020-09-09 14:48:10,"감사하세요","맞아요"
2020-09-09 14:48:13,"CreeJee","ㄹㅇㅋㅋ"
2020-09-09 14:48:14,"문성주","아 특 저는 안ㅃ봅아줌"
2020-09-09 14:48:18,"MERN","(특)내가 지원하면 탈락"
2020-09-09 14:48:23,"문성주","개발자 없다하긴하는데 나는 안뽑아줌.."
2020-09-09 14:48:31,"라떼","이모티콘"
2020-09-09 14:48:33,"코린이/서울","저희도 계속 뽑고 있어요"
2020-09-09 14:48:34,"CreeJee","개발자 부족함특 = 내가필요한건아님"
2020-09-09 14:48:36,"흐흐흐흐","(잘하는) 개발자"
2020-09-09 14:48:38,"감사하세요","사람이(기준에 맞는) 부족하다"
2020-09-09 14:48:47,"CreeJee","ㄹㅇㅋㅋㅋ"
2020-09-09 14:48:59,"Moozi","준 돈 보다 잘해주는 개발자가 부족하다"
2020-09-09 14:49:11,"코린이/서울","(뽑을만한) 사람이 없다"
2020-09-09 14:49:12,"문성주","ㄴㄴ"
2020-09-09 14:49:12,"앵귤러를 보면 울리는 사이렌","신입도 신입 바이 신입이라"
2020-09-09 14:49:17,"문성주","남은건"
2020-09-09 14:49:19,"앵귤러를 보면 울리는 사이렌","공부하는 법조차 모르는 신입이 있는 반면"
2020-09-09 14:49:20,"문성주","신입지원뿐이야"
2020-09-09 14:49:21,"앵귤러를 보면 울리는 사이렌","개쩌는 신입도 있을거고"
2020-09-09 14:49:25,"코린이/서울","(들어갈만한)회사가 없다"
2020-09-09 14:49:29,"라떼","자기소개인가요"
2020-09-09 14:49:34,"Moozi","개쩌는 앵싸..."
2020-09-09 14:49:37,"문성주","않이 아저씨 밸붕이예욧"
2020-09-09 14:49:37,"앵귤러를 보면 울리는 사이렌","저는 공부하는 법조차 몰랐던 신입이죠"
2020-09-09 14:49:54,"주스🥤","?"
2020-09-09 14:49:56,"앵귤러를 보면 울리는 사이렌","?"
2020-09-09 14:49:58,"라떼","?"
2020-09-09 14:50:00,"코린이/서울","?"
2020-09-09 14:50:02,"앵귤러를 보면 울리는 사이렌","왜 아무도 안믿어주지"
2020-09-09 14:50:07,"FreeVue(홍성준)","여기 신입 있습니다"
2020-09-09 14:50:11,"CreeJee","이모티콘"
2020-09-09 14:50:12,"문성주","근데 앵싸님은"
2020-09-09 14:50:15,"문성주","제가 옆에서 지켜본바로.."
2020-09-09 14:50:21,"문성주","엄청난 성장세를 보여주신분이라"
2020-09-09 14:50:29,"문성주","공부하는법몰랐다고하지마요"
2020-09-09 14:50:35,"라떼","기만자"
2020-09-09 14:50:37,"하민님의 제자 마루","ㅋㅋㅋㅋ"
2020-09-09 14:50:38,"하민님의 제자 마루","기만자"
2020-09-09 14:50:38,"카카루","ㄷ"
2020-09-09 14:50:42,"문성주","알아서 스터디까지 기어들어가신분이.."
2020-09-09 14:50:42,"호호","ㄷ"
2020-09-09 14:50:43,"카카루","RN 그자체"
2020-09-09 14:50:45,"질문있습니다","천재...?"
2020-09-09 14:50:51,"문성주","빛..."
2020-09-09 14:50:55,"Moozi","빛싸..."
2020-09-09 14:50:56,"FreeVue(홍성준)","대한민국의 미래"
2020-09-09 14:51:05,"하민님의 제자 마루","rn의 미래"
2020-09-09 14:51:07,"FreeVue(홍성준)","대한민국의 웹 시장을 이끌어갈 차세대 리더"
2020-09-09 14:51:13,"앵귤러를 보면 울리는 사이렌","?"
2020-09-09 14:51:20,"앵귤러를 보면 울리는 사이렌","제가 저희팀에서 제일 못하는데요"
2020-09-09 14:51:21,"문성주","대한민국의 미래 (앵싸, 캡틴 서, (다음은 당신..))"
2020-09-09 14:51:26,"문성주","그야 당신이 주니어니까요?"
2020-09-09 14:51:34,"앵귤러를 보면 울리는 사이렌","헤헤"
2020-09-09 14:51:34,"문성주","저도 주니어라서 제가 제일못함"
2020-09-09 14:51:40,"카카루","그곳은"
2020-09-09 14:51:41,"카카루","대체 어떤.."
2020-09-09 14:51:56,"Cold","나중에 행사 발표자같은거 하실 때, 싸이렌 울리시면서 등장하실것 같다.."
2020-09-09 14:52:07,"라떼","그 팀 평균이 높은거인듯"
2020-09-09 14:52:16,"앵귤러를 보면 울리는 사이렌","앗..."
2020-09-09 14:52:17,"라떼","저도 제가 제일 못합니다"
2020-09-09 14:52:18,"앵귤러를 보면 울리는 사이렌","아닙니다..."
2020-09-09 14:52:19,"카카루","같은 세계에 살고 있는 것 맞나요"
2020-09-09 14:52:25,"앵귤러를 보면 울리는 사이렌","feconf 주제 정규식으로 잡아야되나 진짜"
2020-09-09 14:52:33,"앵귤러를 보면 울리는 사이렌","정규식으로 40분을 떠들수가 있나"
2020-09-09 14:52:37,"문성주","정규식 어려워하지 마세요"
2020-09-09 14:52:38,"문성주","음.."
2020-09-09 14:52:42,"문성주","클레이니 스타부터해서"
2020-09-09 14:52:47,"문성주","정규식의 역사부터 현재.. 그리고 자바스크립트"
2020-09-09 14:52:50,"문성주","해서 하시져?"
2020-09-09 14:52:53,"라떼","40분... 힘들거같은데"
2020-09-09 14:53:02,"하민님의 제자 마루","앵싸님이면 가능하죠"
2020-09-09 14:53:03,"문성주","정규식이야기하는데 갑자기 "
2020-09-09 14:53:06,"문성주","오토마타 나오면"
2020-09-09 14:53:09,"하민님의 제자 마루","ㅋㅋㅋㅋㅋㅋ"
2020-09-09 14:53:10,"앵귤러를 보면 울리는 사이렌","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-09 14:53:11,"문성주","다들 일어나서 딴데갈듯"
2020-09-09 14:53:15,"라떼","정규식 원리로 파고들면"
2020-09-09 14:53:17,"라떼","가능할...ㅈ"
2020-09-09 14:53:19,"라떼","도"
2020-09-09 14:53:20,"문성주","github.com/google/re2"
2020-09-09 14:53:23,"하민님의 제자 마루","정규식 엔진 구현"
2020-09-09 14:53:24,"하민님의 제자 마루","뭐 이런거"
2020-09-09 14:53:24,"문성주","이런것도 정규식 엔진이구요"
2020-09-09 14:53:27,"Ivan","대한민국 미래에요?? ㅋㅋㅋ"
2020-09-09 14:53:35,"문성주","이게 실질적으로 go언어 내부 정규식 엔진이예요"
2020-09-09 14:53:44,"앵귤러를 보면 울리는 사이렌","사실 정규식 다들 복붙하시잖아요"
2020-09-09 14:53:44,"문성주","VM형이랑 DFA형이 있는데 구분하는것만해도.."
2020-09-09 14:53:45,"FreeVue(홍성준)","현재 대한민국의 시장을 이끄시는 리더가 오셨습니다"
2020-09-09 14:53:52,"앵귤러를 보면 울리는 사이렌","뜻이라도 알고쓰자 뭐 이런걸로 발표하고싶은데"
2020-09-09 14:53:52,"문성주","맞아요 RFC가서 복붙해옴"
2020-09-09 14:53:55,"Ivan","무슨소리세요 ㅋㅋㅋ"
2020-09-09 14:53:57,"앵귤러를 보면 울리는 사이렌","40분을 잡아먹을 수 있을지가 고민인에ㅛ"
2020-09-09 14:54:05,"FreeVue(홍성준)","1269명의 리더"
2020-09-09 14:54:10,"CreeJee","저도 저가 재일못합니다"
2020-09-09 14:54:14,"문성주","lead인지"
2020-09-09 14:54:16,"문성주","read인지"
2020-09-09 14:54:22,"라떼","라임 오져따"
2020-09-09 14:54:24,"문성주","모르겠지만 전 후자입니다"
2020-09-09 14:54:30,"Ivan","1년뒤에 지금의 자기 모습들이 부끄러워 질거에요 ㅋ"
2020-09-09 14:54:35,"문성주","괜찮아요"
2020-09-09 14:54:40,"라떼","원래 흑역사는 만들어가는.."
2020-09-09 14:54:44,"문성주","ㅋㅋ"
2020-09-09 14:54:59,"라떼","일이나 해야겠군"
2020-09-09 14:55:11,"Ivan","아 담주 출근이라던데..."
2020-09-09 14:55:18,"Ivan","아직 코로나가.. 심각한데.. 출근해야되나"
2020-09-09 14:55:31,"라떼","그래도 많이 줄었던데요"
2020-09-09 14:55:51,"대민한국 만세","아까 CORS 관련해서.. 또 이슈가 생겨서 또 질문드려요;;ㅠ_ㅠ 
Access-Control-Allow-Headers 를 적용해서 POST 를 요청받는건 200 OK 떳는데, 
데이터를 보냈는데 받는쪽에선 데이터가 안뜨는 이슈가 발생됬네요;; 
 
서버쪽에선 받은 데이터가 없다고 뜨고, 
보내는쪽에선 보냈다고 뜨는데... 
어디 문제일까요..?;"
2020-09-09 14:56:36,"라떼","제대로 실어서 간건지 한번 봐보시는게"
2020-09-09 14:56:54,"라떼","body에 값이 있는지.."
2020-09-09 14:56:59,"바보K","보내는쪽은 브라우저 개발자 도구 열어서, 패킷안에 값이 있는지 확인하시고"
2020-09-09 14:57:02,"Ivan","server to server 인데 CORS문제가 생겨요??"
2020-09-09 14:57:11,"라떼","브라우저 아닐까요"
2020-09-09 14:57:12,"바보K","받는 쪽은 파싱된 결과 말고 req통째로 찍으시졍"
2020-09-09 14:57:13,"Ivan","왜 서버쪽에선 받은 데이터가 없다고 떠요?"
2020-09-09 14:57:14,"대민한국 만세","서버 to 서버가 아니에용."
2020-09-09 14:57:20,"바보K","넹 브라우저 to 서버"
2020-09-09 14:57:20,"대민한국 만세","클라 to 서버라;"
2020-09-09 14:57:27,"라떼","받는쪽에서"
2020-09-09 14:57:31,"라떼","통으로 전체 찍어보라고 해보세욤"
2020-09-09 14:57:33,"Ivan","클라에서 보내고 서버에서 받는거에요?"
2020-09-09 14:57:49,"대민한국 만세","네.. 전체 찍어봤는데 데이터가 없다고 나와요;
PHP 라서 $GLOBALS 찍어봤는데"
2020-09-09 14:57:54,"대민한국 만세","데이터가 아무것도 ...;"
2020-09-09 14:58:09,"Ivan","바디에 실어서 보냈는데"
2020-09-09 14:58:10,"감사하세요","경력버리고 신입으로 위장해서 지원하고싶어요"
2020-09-09 14:58:15,"Ivan","그렇게 나온다라.."
2020-09-09 14:58:22,"대민한국 만세","그런데 GET 으로 보내면.. 잘나와요;"
2020-09-09 14:58:27,"라떼","..?"
2020-09-09 14:58:29,"대민한국 만세","뭥... 미;"
2020-09-09 14:58:35,"라떼","body에 실어보내신게 아니라"
2020-09-09 14:58:41,"라떼","params에 실으신거아니에요?"
2020-09-09 14:58:41,"라떼","그럼"
2020-09-09 14:58:45,"Ivan","ㅋㅋ"
2020-09-09 14:58:47,"대민한국 만세","아뇨 둘다 테스트 해봤는데;;"
2020-09-09 14:58:48,"대민한국 만세","사진"
2020-09-09 14:59:00,"대민한국 만세","사진"
2020-09-09 14:59:13,"대민한국 만세","저렇게 데이터가 비어있어도. POST 에 키워드는 등록되야 하는데;"
2020-09-09 14:59:42,"라떼","엇 json..."
2020-09-09 14:59:56,"대민한국 만세","json 이라 그런걸까요 .. ?;"
2020-09-09 14:59:57,"개발을 개발새발","중고신입 가즈아~"
2020-09-09 15:00:37,"대민한국 만세","한번 php로 바꿔서 해볼께요."
2020-09-09 15:00:49,"라떼","에엑?"
2020-09-09 15:01:12,"문성주","https://github.com/DevopsArtFactory/goployer"
2020-09-09 15:01:18,"문성주","역시.. benx.."
2020-09-09 15:01:35,"대민한국 만세","파일 확장자 문제는 아니네요;; "
2020-09-09 15:02:04,"대민한국 만세","아파치에서 json 까지 읽을 수 있게 해두어서; 
확장자는 고려사항이 아닌거 같아요. "
2020-09-09 15:02:12,"라떼","넹 확장자가 문제라는게 아니라"
2020-09-09 15:02:22,"라떼","특이해서 말했던거였어요"
2020-09-09 15:02:22,"Ivan","아마 제가생각하기에"
2020-09-09 15:02:36,"Ivan","서버에서 받을수있는"
2020-09-09 15:02:40,"Ivan","형태로 안던져서 그런거 같습니다"
2020-09-09 15:02:42,"대민한국 만세","내부 방식이라(저두 그렇게 생각하긴해요...쩝)"
2020-09-09 15:02:44,"Ivan","먼저"
2020-09-09 15:02:53,"Ivan","포스트맨 같은데 테스트를 해보세요"
2020-09-09 15:03:10,"대민한국 만세","아하!"
2020-09-09 15:03:13,"하민님의 제자 마루","body 를"
2020-09-09 15:03:16,"하민님의 제자 마루","json stringfy 해서"
2020-09-09 15:03:18,"Ivan","거기도 api swagger같은거"
2020-09-09 15:03:20,"Ivan","있을거 아니에요"
2020-09-09 15:03:21,"하민님의 제자 마루","던져야 한다거나"
2020-09-09 15:03:26,"Ivan","거기서 post테스트 다 되어있을텐데"
2020-09-09 15:03:29,"Ivan","안된다는건 보낸데서"
2020-09-09 15:03:34,"대민한국 만세","네네 postman 으로 테스트 해볼께요"
2020-09-09 15:03:36,"Ivan","안될 확률이크죠"
2020-09-09 15:03:37,"Ivan","사실.."
2020-09-09 15:03:49,"Ivan","이런건 코드랑 상태를 안보고는 다 추정밖에 할수없는 내용이라"
2020-09-09 15:04:00,"Ivan","정확한 답변은 아마 만세님이 테스트를 해보면서"
2020-09-09 15:04:06,"Ivan","추론하실수밖에 없습니다."
2020-09-09 15:04:17,"라떼","222"
2020-09-09 15:04:19,"Ivan","이거 역시 제 개인적인 생각이니.."
2020-09-09 15:04:19,"Ivan","ㅋ"
2020-09-09 15:04:23,"대민한국 만세","222222"
2020-09-09 15:04:37,"Ivan","참고만 항상 부탁드립니다."
2020-09-09 15:04:47,"Ivan","제가 이야기하는 모든것들은 ㅋ"
2020-09-09 15:05:06,"대민한국 만세","네네 말씀해주신걸 참고로 하다보면 답이 나오겠죠 ㅎ"
2020-09-09 15:05:45,"Ivan","정답이 어디있겠어요"
2020-09-09 15:06:10,"몽땅","세상 만물의 레퍼런스?"
2020-09-09 15:07:16,"바보K","header(""Content-Type:application/json"");
요런것도 잘 붙이신거졍?"
2020-09-09 15:10:37,"FreeVue(홍성준)","진리"
2020-09-09 15:13:57,"흐음","메모리가 계속 증가하는데ㅠㅠ.. 이걸 봐도 어디가 문제인지 모르겠어요ㅠㅠ.."
2020-09-09 15:14:00,"흐음","사진"
2020-09-09 15:14:15,"흐음","사진"
2020-09-09 15:14:51,"Ivan","ㄷ ㄷ ㄷ"
2020-09-09 15:15:07,"Ivan","웹서버 구동은"
2020-09-09 15:15:12,"Ivan","멀로 떠있어요?"
2020-09-09 15:15:24,"마지막뷰새","어떤 객체가"
2020-09-09 15:15:29,"마지막뷰새","비교되지 않아요?"
2020-09-09 15:15:30,"FreeVue(홍성준)","와… 크다"
2020-09-09 15:15:31,"앵귤러를 보면 울리는 사이렌","https://github.com/DevopsArtFactory/goployer/pull/93"
2020-09-09 15:15:31,"마지막뷰새","스냅샷끼리 비교해보면?"
2020-09-09 15:15:36,"앵귤러를 보면 울리는 사이렌","제가 본 PR중에 변경점이 제일 큰 PR이네요"
2020-09-09 15:15:40,"앵귤러를 보면 울리는 사이렌","심지어 한국인임"
2020-09-09 15:15:46,"대민한국 만세","찾았습니다... 
전송하는 방식이 payload 방식이었네요;; 
formdata 방식으로 바꿔서 해봤더니 됬어요 ㅠ_ㅠ 감사합니다."
2020-09-09 15:15:50,"마지막뷰새","삭제된 메시지입니다."
2020-09-09 15:16:00,"FreeVue(홍성준)","와 pr도 크다;;"
2020-09-09 15:16:00,"대민한국 만세","사진"
2020-09-09 15:16:18,"마지막뷰새","하위항목 펼쳐보면 뭐가 나올것도 같은데."
2020-09-09 15:18:45,"대민한국 만세","헤더 설정은 의미 없네요. formdata 구성하는게 핵심이네요... ;"
2020-09-09 15:19:25,"바보K",";; 헤더에서 폼 데이터로 받거나, json으로 받거나고
보내는측과 싱크를 맞춰주셔야 하는 거에여"
2020-09-09 15:19:30,"바보K","그래서 라떼님도 아까 json언급 하신거고영"
2020-09-09 15:19:58,"바보K","싱크 => 프로토콜"
2020-09-09 15:20:02,"대민한국 만세","처음알았어요.. formdata ... 
매번 전송할때 당연시 했던건데,, 이번에 처음 알게됬네요;;"
2020-09-09 15:20:22,"대민한국 만세","더 파봐야겠네요 어떤유형이 더 있는지;"
2020-09-09 15:20:29,"N","N님이 들어왔습니다."
2020-09-09 15:20:29,"팬다 Jr.","방가워요 공지 확인 부탁드립니다"
2020-09-09 15:20:31,"공지봇_9min","*** 공 지 사 항 ***
 
1. 입장 시 바로 인사/소개 없으면 강퇴입니다.
   ㄴ 사용언어, 서비스, 회사, 직군, 업무, 취준생, 예비 개발자, 학생 등 자신을 나타낼 수 있는 말로 소개해주시면 됩니다.
 
2. 광고/구인구직 모두 운영진과 상의 후 진행 필수, 개인 봇 상의 없이 진행할 경우 강퇴입니다.
 
3. 논쟁거리 또는 불특정 다수를 불편하게 하는 말은 삼가주세요.
 
4. 재입장 시에도 소개 필수입니다.
 
5. 닉네임은 최대한 중복을 피해서 작성 부탁드립니다.
   (. , - 등등 호칭하기 힘든 닉네임은 피해 주세요.)"
2020-09-09 15:21:11,"N","안녕하세요. 예비 개발자 입니다."
2020-09-09 15:21:16,"바보K","어서오세여!"
2020-09-09 15:22:56,"Moozi","리덕스에서 직렬화라는게 Json객체 직렬화 할때 직렬화와 같은것을 얘기하는건가요?"
2020-09-09 15:23:30,"Moozi","갑자기햇갈리네요"
2020-09-09 15:23:40,"Moozi","직렬화관련 정보 조사할게있어서 보고있는데"
2020-09-09 15:23:57,"라떼","ㅎㅎ..."
2020-09-09 15:23:58,"질문있습니다","질문있습니다님이 나갔습니다."
2020-09-09 15:25:41,"Ivan","오"
2020-09-09 15:25:48,"Ivan","댑스가 깊어지면 오히려.."
2020-09-09 15:26:49,"jrjung","네"
2020-09-09 15:26:59,"라떼","어? 다른 얘기아닌가요"
2020-09-09 15:27:01,"jrjung","이거 제가 리덕스 잘 모르는데 왜 알고있는지 모르겠는데.."
2020-09-09 15:27:05,"Ivan","그래서 하는게 좋을거 같긴한데"
2020-09-09 15:27:10,"jrjung","시리얼라이제이션 해야하는 이유가"
2020-09-09 15:27:14,"Ivan","근데 한번도 해본적이 없다는 ㅋ"
2020-09-09 15:27:19,"jrjung","퍼시스턴트나 리하이드레이션 해줘야할 때"
2020-09-09 15:27:38,"jrjung","직렬화하기 때문으로 기억해요"
2020-09-09 15:28:11,"라떼","action도 직렬화가 되는걸로 아는데"
2020-09-09 15:28:15,"라떼","단순 객체라서 그런건가요 그럼?"
2020-09-09 15:28:16,"jrjung","완전히 같냐고 하면 아니지만 근본적으론 같죠 어쨌든 큰 맥락에선 그냥 stringify 되는 애들로 생각하시면"
2020-09-09 15:28:24,"jrjung","네네 여기서 직렬화 안되는 애들이"
2020-09-09 15:28:28,"jrjung","Promise 같은 애들.."
2020-09-09 15:28:31,"라떼","궁극적으로 같은말이네염"
2020-09-09 15:28:36,"jrjung","함수라던가"
2020-09-09 15:28:41,"최태산 - [dolen/도렌]","리덕스 스토어에"
2020-09-09 15:28:45,"최태산 - [dolen/도렌]","new Class()"
2020-09-09 15:28:50,"최태산 - [dolen/도렌]","이렇게 하면 직렬화가 안되잖아요"
2020-09-09 15:29:08,"라떼","해본적은 없지만 워닝같은거 안뜨나요?"
2020-09-09 15:29:09,"최태산 - [dolen/도렌]","class Class {
	toJSON () {
		// toJSON을 오버라이드
	}
}
이렇게 하면 직렬화 됩니다 ' ㅃ'"
2020-09-09 15:29:13,"jrjung","걔도 근데 직렬화를 지원하게끔.. 하면 안되겠죠"
2020-09-09 15:29:15,"jrjung","아 ㅋㅋ"
2020-09-09 15:29:21,"Moozi","앗 질문던져놓고 안보고있었군요"
2020-09-09 15:29:22,"라떼","아.."
2020-09-09 15:29:23,"jrjung","그죠.."
2020-09-09 15:29:23,"Moozi","역시 갓리정님.."
2020-09-09 15:29:33,"jrjung","근데 저 이걸 왜 아는지 몰리요;;"
